title,author_name,author_position,author_id
Assessing Scientific Research Papers with Knowledge Graphs,zhiqiang qiu,1,2175275027
Assessing Scientific Research Papers with Knowledge Graphs,abel salinas,2,2071206993
Assessing Scientific Research Papers with Knowledge Graphs,yuzhong huang,3,35633657
Assessing Scientific Research Papers with Knowledge Graphs,dong-ho lee,4,73037511
Assessing Scientific Research Papers with Knowledge Graphs,daniel benjamin,5,2052360522
Assessing Scientific Research Papers with Knowledge Graphs,fred morstatter,6,2775559
Assessing Scientific Research Papers with Knowledge Graphs,xiang ren,7,2149473952
Assessing Scientific Research Papers with Knowledge Graphs,kristina lerman,8,2073018730
Assessing Scientific Research Papers with Knowledge Graphs,jay pujara,9,2634786
Matching Search Result Diversity with User Diversity Acceptance in Web Search Sessions,jiqun liu,0,2108965174
Matching Search Result Diversity with User Diversity Acceptance in Web Search Sessions,fangyuan han,1,2064565097
Topological Analysis of Contradictions in Text,xiangcheng wu,0,2107978346
Topological Analysis of Contradictions in Text,xi niu,1,115619624
Topological Analysis of Contradictions in Text,ruhani rahman,2,147958497
Addressing Gender-related Performance Disparities in Neural Rankers,shirin seyedsalehi,0,1388719250
Addressing Gender-related Performance Disparities in Neural Rankers,negar arabzadeh,1,81447039
Addressing Gender-related Performance Disparities in Neural Rankers,amin bigdeli,2,2073050239
Addressing Gender-related Performance Disparities in Neural Rankers,morteza zihayat,3,2135809026
Addressing Gender-related Performance Disparities in Neural Rankers,ebrahim bagheri,4,145632843
Alignment Rationale for Query-Document,youngwoo kim,0,119864658
Alignment Rationale for Query-Document,negin rahimi,1,38543401
Alignment Rationale for Query-Document,james allan,2,121300608
"To interpolate or not to interpolate: PRF, Dense Retrievers and BM25",hang li,0,2118384241
"To interpolate or not to interpolate: PRF, Dense Retrievers and BM25",shuai wang,1,2146514461
"To interpolate or not to interpolate: PRF, Dense Retrievers and BM25",shengyao zhuang,2,1630489015
"To interpolate or not to interpolate: PRF, Dense Retrievers and BM25",ahmed mourad,3,143832672
"To interpolate or not to interpolate: PRF, Dense Retrievers and BM25",xueguang ma,4,2461713
"To interpolate or not to interpolate: PRF, Dense Retrievers and BM25",jimmy lin,5,2154743364
"To interpolate or not to interpolate: PRF, Dense Retrievers and BM25",guido zuccon,6,1692855
A Content Recommendation Policy for Gaining Subscribers,konstantinos theocharidis,0,22252594
A Content Recommendation Policy for Gaining Subscribers,manolis terrovitis,1,2454554
A Content Recommendation Policy for Gaining Subscribers,spiros skiadopoulos,2,1688897
A Content Recommendation Policy for Gaining Subscribers,panagiotis karras,3,1731655
C3: Continued Pretraining with Contrastive Weak Supervision for Cross Language Ad-Hoc Retrieval,eugene yang,0,153564640
C3: Continued Pretraining with Contrastive Weak Supervision for Cross Language Ad-Hoc Retrieval,suraj nair,1,143913642
C3: Continued Pretraining with Contrastive Weak Supervision for Cross Language Ad-Hoc Retrieval,ramraj chandradevan,2,95577348
C3: Continued Pretraining with Contrastive Weak Supervision for Cross Language Ad-Hoc Retrieval,rebecca iglesias-flores,3,2101321411
C3: Continued Pretraining with Contrastive Weak Supervision for Cross Language Ad-Hoc Retrieval,douglas oard,4,1737250
Dual Pseudo Supervision for Semi-Supervised Text Classification with a Reliable Teacher,shujie li,0,2116573776
Dual Pseudo Supervision for Semi-Supervised Text Classification with a Reliable Teacher,min yang,1,2144399230
Dual Pseudo Supervision for Semi-Supervised Text Classification with a Reliable Teacher,chengming li,2,2145534529
Dual Pseudo Supervision for Semi-Supervised Text Classification with a Reliable Teacher,ruifeng xu,3,1753529
Learning Trustworthy Web Sources to Derive Correct Answers and Reduce Health Misinformation in Search,dake zhang,0,2160876279
Learning Trustworthy Web Sources to Derive Correct Answers and Reduce Health Misinformation in Search,amir vakili tahami,1,2175276527
Learning Trustworthy Web Sources to Derive Correct Answers and Reduce Health Misinformation in Search,mustafa abualsaud,2,3017884
Learning Trustworthy Web Sources to Derive Correct Answers and Reduce Health Misinformation in Search,mark smucker,3,1689089
Learning to Enrich Query Representation with Pseudo-Relevance Feedback for Cross-lingual Retrieval,ramraj chandradevan,0,95577348
Learning to Enrich Query Representation with Pseudo-Relevance Feedback for Cross-lingual Retrieval,eugene yang,1,153564640
Learning to Enrich Query Representation with Pseudo-Relevance Feedback for Cross-lingual Retrieval,mahsa yarmohammadi,2,36491882
Learning to Enrich Query Representation with Pseudo-Relevance Feedback for Cross-lingual Retrieval,eugene agichtein,3,1685296
Mitigating the Filter Bubble while Maintaining Relevance: Targeted Diversification with VAE-based Recommender Systems,zhaolin gao,0,2116493074
Mitigating the Filter Bubble while Maintaining Relevance: Targeted Diversification with VAE-based Recommender Systems,tianshu shen,1,2118920433
Mitigating the Filter Bubble while Maintaining Relevance: Targeted Diversification with VAE-based Recommender Systems,zheda mai,2,1810897333
Mitigating the Filter Bubble while Maintaining Relevance: Targeted Diversification with VAE-based Recommender Systems,mohamed reda bouadjenek,3,3080469
Mitigating the Filter Bubble while Maintaining Relevance: Targeted Diversification with VAE-based Recommender Systems,isaac waller,4,89922735
Mitigating the Filter Bubble while Maintaining Relevance: Targeted Diversification with VAE-based Recommender Systems,ashton anderson,5,32071555
Mitigating the Filter Bubble while Maintaining Relevance: Targeted Diversification with VAE-based Recommender Systems,ron bodkin,6,2261058
Mitigating the Filter Bubble while Maintaining Relevance: Targeted Diversification with VAE-based Recommender Systems,scott sanner,7,1732536
Mitigating bias in search results through set-based document reranking and neutrality regularization,george zerveas,0,30647302
Mitigating bias in search results through set-based document reranking and neutrality regularization,navid rekabsaz,1,
Mitigating bias in search results through set-based document reranking and neutrality regularization,daniel cohen,2,
Mitigating bias in search results through set-based document reranking and neutrality regularization,carsten eickhoff,3,
A Meta-learning Approach to Fair Ranking,yuan wang,0,2156167137
A Meta-learning Approach to Fair Ranking,zhiqiang tao,1,6018169
A Meta-learning Approach to Fair Ranking,yi fang,2,2112786578
Can Users Predict Relative Query Effectiveness?,oleg zendel,0,151163604
Can Users Predict Relative Query Effectiveness?,melika ebrahim,1,2175276447
Can Users Predict Relative Query Effectiveness?,shane culpepper,2,144159418
Can Users Predict Relative Query Effectiveness?,alistair moffat,3,144448479
Can Users Predict Relative Query Effectiveness?,falk scholer,4,1732541
ELECRec: Training Sequential Recommenders as Discriminators,yongjun chen,0,2109292621
ELECRec: Training Sequential Recommenders as Discriminators,jia li,1,2118372080
ELECRec: Training Sequential Recommenders as Discriminators,caiming xiong,2,2054594326
Explainable Session-based Recommendation with Meta-Path Guided Instances and Self-Attention Mechanism,jiayin zheng,0,2048017742
Explainable Session-based Recommendation with Meta-Path Guided Instances and Self-Attention Mechanism,juanyun mai,1,2046903483
Explainable Session-based Recommendation with Meta-Path Guided Instances and Self-Attention Mechanism,yanlong wen,2,2311315
MM-Rec: Visiolinguistic Model Empowered Multimodal News Recommendation,chuhan wu,0,15161448
MM-Rec: Visiolinguistic Model Empowered Multimodal News Recommendation,fangzhao wu,1,2397264
MM-Rec: Visiolinguistic Model Empowered Multimodal News Recommendation,tao qi,2,50329599
MM-Rec: Visiolinguistic Model Empowered Multimodal News Recommendation,chao zhang,3,2152737229
MM-Rec: Visiolinguistic Model Empowered Multimodal News Recommendation,yongfeng huang,4,2145525387
MM-Rec: Visiolinguistic Model Empowered Multimodal News Recommendation,tong xu,5,50383766
Generative Adversarial Framework for Cold-Start Item Recommendation,hao chen,0,2149052489
Generative Adversarial Framework for Cold-Start Item Recommendation,zefan wang,1,2108727191
Generative Adversarial Framework for Cold-Start Item Recommendation,feiran huang,2,1939569
Generative Adversarial Framework for Cold-Start Item Recommendation,xiao huang,3,2155093323
Generative Adversarial Framework for Cold-Start Item Recommendation,yue xu,4,2143570786
Generative Adversarial Framework for Cold-Start Item Recommendation,yishi lin,5,3213833
Generative Adversarial Framework for Cold-Start Item Recommendation,peng he,6,2112514340
Generative Adversarial Framework for Cold-Start Item Recommendation,zhoujun li,7,2144279706
Inconsistent Ranking Assumptions in Medical Search and Their Downstream Consequences,daniel cohen,0,144011619
Inconsistent Ranking Assumptions in Medical Search and Their Downstream Consequences,kevin du,1,2175276831
Inconsistent Ranking Assumptions in Medical Search and Their Downstream Consequences,bhaskar mitra,2,2064033905
Inconsistent Ranking Assumptions in Medical Search and Their Downstream Consequences,laura mercurio,3,5890982
Inconsistent Ranking Assumptions in Medical Search and Their Downstream Consequences,navid rekabsaz,4,2844293
Inconsistent Ranking Assumptions in Medical Search and Their Downstream Consequences,carsten eickhoff,5,30044743
Modality-Balanced Embedding for Video Retrieval,xun wang,0,2115535572
Modality-Balanced Embedding for Video Retrieval,bingqing ke,1,3458073
Modality-Balanced Embedding for Video Retrieval,xuanping li,2,2144461833
Modality-Balanced Embedding for Video Retrieval,fangyu liu,3,144097210
Modality-Balanced Embedding for Video Retrieval,mingyu zhang,4,1846073400
Modality-Balanced Embedding for Video Retrieval,xiao liang,5,2161389018
Modality-Balanced Embedding for Video Retrieval,qiushi xiao,6,2150101318
An Efficient Fusion Mechanism for Multimodal Low-resource Setting,dushyant singh chauhan,0,145036777
An Efficient Fusion Mechanism for Multimodal Low-resource Setting,asif ekbal,1,1734904
An Efficient Fusion Mechanism for Multimodal Low-resource Setting,pushpak bhattacharyya,2,145532184
QSG Transformer: Transformer with Query-Attentive Semantic Graph for Query-Focused Summarization,choongwon park,0,2175349400
QSG Transformer: Transformer with Query-Attentive Semantic Graph for Query-Focused Summarization,youngjoong ko,1,37991450
Improving Item Cold-start Recommendation via Model-agnostic Conditional Variational Autoencoder,xu zhao,0,2145743561
Improving Item Cold-start Recommendation via Model-agnostic Conditional Variational Autoencoder,yi ren,1,2148378238
Improving Item Cold-start Recommendation via Model-agnostic Conditional Variational Autoencoder,ying du,2,2167087557
Improving Item Cold-start Recommendation via Model-agnostic Conditional Variational Autoencoder,shenzheng zhang,3,2167039403
Improving Item Cold-start Recommendation via Model-agnostic Conditional Variational Autoencoder,nian wang,4,2167044593
PST: Measuring Skill Proficiency in Programming Exercise Process via Programming Skill Tracing,ruixin li,0,2150926687
PST: Measuring Skill Proficiency in Programming Exercise Process via Programming Skill Tracing,yu yin,1,2109472888
PST: Measuring Skill Proficiency in Programming Exercise Process via Programming Skill Tracing,le dai,2,2175275233
PST: Measuring Skill Proficiency in Programming Exercise Process via Programming Skill Tracing,shuanghong shen,3,1830440271
PST: Measuring Skill Proficiency in Programming Exercise Process via Programming Skill Tracing,xin lin,4,2143611803
PST: Measuring Skill Proficiency in Programming Exercise Process via Programming Skill Tracing,yu su,5,145244891
PST: Measuring Skill Proficiency in Programming Exercise Process via Programming Skill Tracing,enhong chen,6,2173129111
Revisiting Interactive Recommender System with Reinforcement Learning,hojoon lee,0,
Revisiting Interactive Recommender System with Reinforcement Learning,dongyoon hwang,1,
Revisiting Interactive Recommender System with Reinforcement Learning,kyushik min,2,
Revisiting Interactive Recommender System with Reinforcement Learning,jaegul choo,3,
Next Point-of-Interest Recommendation with Auto-Correlation Enhanced Multi-Modal Transformer Network,yanjun qin,0,145911036
Next Point-of-Interest Recommendation with Auto-Correlation Enhanced Multi-Modal Transformer Network,yuchen fang,1,10283826
Next Point-of-Interest Recommendation with Auto-Correlation Enhanced Multi-Modal Transformer Network,haiyong luo,2,34288367
Next Point-of-Interest Recommendation with Auto-Correlation Enhanced Multi-Modal Transformer Network,fang zhao,3,49372796
Next Point-of-Interest Recommendation with Auto-Correlation Enhanced Multi-Modal Transformer Network,chenxing wang,4,115877474
MuchSUM: Multi-channel Graph Neural Network for Extractive Summarization,qianren mao,0,67081502
MuchSUM: Multi-channel Graph Neural Network for Extractive Summarization,hongdong zhu,1,2149670456
MuchSUM: Multi-channel Graph Neural Network for Extractive Summarization,junnan liu,2,40478976
MuchSUM: Multi-channel Graph Neural Network for Extractive Summarization,cheng ji,3,2052296239
MuchSUM: Multi-channel Graph Neural Network for Extractive Summarization,zheng wang,4,94860883
MuchSUM: Multi-channel Graph Neural Network for Extractive Summarization,hao peng,5,11032852
MuchSUM: Multi-channel Graph Neural Network for Extractive Summarization,jianxin li,6,47785906
MuchSUM: Multi-channel Graph Neural Network for Extractive Summarization,lihong wang,7,2108740151
Neutralizing Popularity Bias in Recommendation Models,guipeng xv,0,2118935955
Neutralizing Popularity Bias in Recommendation Models,chen lin,1,144724978
Neutralizing Popularity Bias in Recommendation Models,hui li,2,2155493018
Neutralizing Popularity Bias in Recommendation Models,jinsong su,3,34739384
Neutralizing Popularity Bias in Recommendation Models,weiyao ye,4,2175279852
Neutralizing Popularity Bias in Recommendation Models,yewang chen,5,50579896
Lightweight Meta-Learning for Low-Resource Abstractive Summarization,taehun huh,0,2175274593
Lightweight Meta-Learning for Low-Resource Abstractive Summarization,youngjoong ko,1,37991450
Towards Personalized Bundle Creative Generation with Contrastive Non-Autoregressive Decoding,penghui wei,0,2118898981
Towards Personalized Bundle Creative Generation with Contrastive Non-Autoregressive Decoding,shaoguo liu,1,2120051234
Towards Personalized Bundle Creative Generation with Contrastive Non-Autoregressive Decoding,xuanhua yang,2,2165773558
Towards Personalized Bundle Creative Generation with Contrastive Non-Autoregressive Decoding,liang wang,3,2144695316
Towards Personalized Bundle Creative Generation with Contrastive Non-Autoregressive Decoding,bo zheng,4,145646411
Exploiting Session Information in BERT-based Session-aware Sequential Recommendation,jinseok seol,0,24074715
Exploiting Session Information in BERT-based Session-aware Sequential Recommendation,youngrok ko,1,121683399
Exploiting Session Information in BERT-based Session-aware Sequential Recommendation,sang-goo lee,2,73124469
Posterior Probability Matters: Doubly-Adaptive Calibration for Neural Predictions in Online Advertising,penghui wei,0,2118898981
Posterior Probability Matters: Doubly-Adaptive Calibration for Neural Predictions in Online Advertising,weimin zhang,1,2142977396
Posterior Probability Matters: Doubly-Adaptive Calibration for Neural Predictions in Online Advertising,ruijie hou,2,2073313741
Posterior Probability Matters: Doubly-Adaptive Calibration for Neural Predictions in Online Advertising,jinquan liu,3,2125714806
Posterior Probability Matters: Doubly-Adaptive Calibration for Neural Predictions in Online Advertising,shaoguo liu,4,2120051234
Posterior Probability Matters: Doubly-Adaptive Calibration for Neural Predictions in Online Advertising,liang wang,5,2144691567
Posterior Probability Matters: Doubly-Adaptive Calibration for Neural Predictions in Online Advertising,bo zheng,6,145646411
Towards Motivational and Empathetic Response Generation in Online Mental Health Support,tulika saha,0,52219377
Towards Motivational and Empathetic Response Generation in Online Mental Health Support,vaibhav gakhreja,1,2175278915
Towards Motivational and Empathetic Response Generation in Online Mental Health Support,anindya sundar das,2,2148364360
Towards Motivational and Empathetic Response Generation in Online Mental Health Support,souhitya chakraborty,3,2175280949
Towards Motivational and Empathetic Response Generation in Online Mental Health Support,sriparna saha,4,145470045
Selective Fairness in Recommendation via Prompts,yiqing wu,0,2115290068
Selective Fairness in Recommendation via Prompts,ruobing xie,1,3360722
Selective Fairness in Recommendation via Prompts,yongchun zhu,2,1864765978
Selective Fairness in Recommendation via Prompts,fuzhen zhuang,3,2104266567
Selective Fairness in Recommendation via Prompts,xiang ao,4,2125319109
Selective Fairness in Recommendation via Prompts,xu zhang,5,2115462783
Selective Fairness in Recommendation via Prompts,leyu lin,6,4950224
Selective Fairness in Recommendation via Prompts,qing he,7,144131273
Multi-labels Masked Language Modeling on Zero-shot Code-switched Sentiment Analysis,zhi li,0,2118214640
Multi-labels Masked Language Modeling on Zero-shot Code-switched Sentiment Analysis,xing gao,1,10822663
Multi-labels Masked Language Modeling on Zero-shot Code-switched Sentiment Analysis,ji zhang,2,2116921824
Multi-labels Masked Language Modeling on Zero-shot Code-switched Sentiment Analysis,yin zhang,3,46867455
Expanded Lattice Embeddings for Spoken Document Retrieval on Informal Meetings,esau villatoro-tello,0,1398324221
Expanded Lattice Embeddings for Spoken Document Retrieval on Informal Meetings,srikanth madikeri,1,1695512
Expanded Lattice Embeddings for Spoken Document Retrieval on Informal Meetings,petr motlicek,2,2745667
Expanded Lattice Embeddings for Spoken Document Retrieval on Informal Meetings,aravind ganapathiraju,3,1782807
Expanded Lattice Embeddings for Spoken Document Retrieval on Informal Meetings,alexei v. ivanov,4,2117701587
Extractive Elementary Discourse Units for Improving Abstractive Summarization,ye xiong,0,2175445564
Extractive Elementary Discourse Units for Improving Abstractive Summarization,teeradaj racharak,1,1452350669
Extractive Elementary Discourse Units for Improving Abstractive Summarization,minh le nguyen,2,1789308
LightSGCN: Powering Signed Graph Convolution Network for Link Sign Prediction with Simplified Architecture Design,haoxin liu,0,2143856875
Dual Contrastive Network for Sequential Recommendation,guanyu lin,0,9277993
Dual Contrastive Network for Sequential Recommendation,chen gao,1,49281242
Dual Contrastive Network for Sequential Recommendation,yinfeng li,2,2129445960
Dual Contrastive Network for Sequential Recommendation,yu zheng,3,118961885
Dual Contrastive Network for Sequential Recommendation,zhiheng li,4,3580276
Dual Contrastive Network for Sequential Recommendation,depeng jin,5,49953590
Dual Contrastive Network for Sequential Recommendation,yong li,6,2154403926
"Revisiting Bundle Recommendation: Datasets, Tasks, Challenges and Opportunities for Intent-aware Product Bundling",zhu sun,0,35040403
"Revisiting Bundle Recommendation: Datasets, Tasks, Challenges and Opportunities for Intent-aware Product Bundling",jie yang,1,1688428
"Revisiting Bundle Recommendation: Datasets, Tasks, Challenges and Opportunities for Intent-aware Product Bundling",kaidong feng,2,3113791
"Revisiting Bundle Recommendation: Datasets, Tasks, Challenges and Opportunities for Intent-aware Product Bundling",hui fang,3,2113485941
"Revisiting Bundle Recommendation: Datasets, Tasks, Challenges and Opportunities for Intent-aware Product Bundling",xinghua qu,4,40507824
"Revisiting Bundle Recommendation: Datasets, Tasks, Challenges and Opportunities for Intent-aware Product Bundling",yew soon ong,5,8748397
BARS: Towards Open-Benchmarking for Recommender Systems,jieming zhu,0,2108997533
BARS: Towards Open-Benchmarking for Recommender Systems,kelong mao,1,1580228663
BARS: Towards Open-Benchmarking for Recommender Systems,quanyu dai,2,29969336
BARS: Towards Open-Benchmarking for Recommender Systems,liangcai su,3,1571162112
BARS: Towards Open-Benchmarking for Recommender Systems,rong ma,4,2165650825
BARS: Towards Open-Benchmarking for Recommender Systems,jinyang liu,5,2108510525
BARS: Towards Open-Benchmarking for Recommender Systems,guohao cai,6,24140498
BARS: Towards Open-Benchmarking for Recommender Systems,zhicheng dou,7,1897235
BARS: Towards Open-Benchmarking for Recommender Systems,xi xiao,8,2153019995
BARS: Towards Open-Benchmarking for Recommender Systems,rui zhang,9,2163112250
OVQA: A clinically generated visual question answering dataset,yefan huang,0,1597328852
OVQA: A clinically generated visual question answering dataset,xiaoli wang,1,2145746253
OVQA: A clinically generated visual question answering dataset,feiyan liu,2,2118168316
OVQA: A clinically generated visual question answering dataset,guofeng huang,3,2150072524
Fostering Coopetition While Plugging Leaks: The Design and Implementation of the MS MARCO Leaderboards,jimmy lin,0,2154743374
Fostering Coopetition While Plugging Leaks: The Design and Implementation of the MS MARCO Leaderboards,daniel campos,1,144081089
Fostering Coopetition While Plugging Leaks: The Design and Implementation of the MS MARCO Leaderboards,nick craswell,2,1703980
Fostering Coopetition While Plugging Leaks: The Design and Implementation of the MS MARCO Leaderboards,bhaskar mitra,3,116506812
Fostering Coopetition While Plugging Leaks: The Design and Implementation of the MS MARCO Leaderboards,emine yilmaz,4,49724730
Monant Medical Misinformation Dataset: Mapping Articles to Fact-Checked Claims,ivan srba,0,2129782
Monant Medical Misinformation Dataset: Mapping Articles to Fact-Checked Claims,branislav pecher,1,2051747952
Monant Medical Misinformation Dataset: Mapping Articles to Fact-Checked Claims,matus tomlein,2,1954148
Monant Medical Misinformation Dataset: Mapping Articles to Fact-Checked Claims,robert moro,3,144535025
Monant Medical Misinformation Dataset: Mapping Articles to Fact-Checked Claims,elena stefancova,4,51238270
Monant Medical Misinformation Dataset: Mapping Articles to Fact-Checked Claims,jakub simko,5,3165716
Monant Medical Misinformation Dataset: Mapping Articles to Fact-Checked Claims,maria bielikova,6,1726847
A Dataset for Sentence Retrieval for Open-Ended Dialogues,itay harel,0,40219051
A Dataset for Sentence Retrieval for Open-Ended Dialogues,hagai taitelbaum,1,51258885
A Dataset for Sentence Retrieval for Open-Ended Dialogues,idan szpektor,2,1711977
A Dataset for Sentence Retrieval for Open-Ended Dialogues,oren kurland,3,1779654
Too Many Relevants: Whither Cranfield Test Collections?,ellen voorhees,0,1746656
Too Many Relevants: Whither Cranfield Test Collections?,nick craswell,1,1703980
Too Many Relevants: Whither Cranfield Test Collections?,jimmy lin,2,2154743364
ACORDAR: A Test Collection for Ad Hoc Content-Based (RDF) Dataset Retrieval,tengteng lin,0,2143540684
ACORDAR: A Test Collection for Ad Hoc Content-Based (RDF) Dataset Retrieval,qiaosheng chen,1,2175564836
ACORDAR: A Test Collection for Ad Hoc Content-Based (RDF) Dataset Retrieval,gong cheng,2,2153217431
ACORDAR: A Test Collection for Ad Hoc Content-Based (RDF) Dataset Retrieval,ahmet soylu,3,153750193
ACORDAR: A Test Collection for Ad Hoc Content-Based (RDF) Dataset Retrieval,basil ell,4,3353313
ACORDAR: A Test Collection for Ad Hoc Content-Based (RDF) Dataset Retrieval,ruoqi zhao,5,2175350840
ACORDAR: A Test Collection for Ad Hoc Content-Based (RDF) Dataset Retrieval,qing shi,6,2175279532
ACORDAR: A Test Collection for Ad Hoc Content-Based (RDF) Dataset Retrieval,xiaxia wang,7,1524736195
ACORDAR: A Test Collection for Ad Hoc Content-Based (RDF) Dataset Retrieval,yu gu,8,2022231256
ACORDAR: A Test Collection for Ad Hoc Content-Based (RDF) Dataset Retrieval,evgeny kharlamov,9,1697928
"ReMeDi: Resources for Multi-domain, Multi-service, Medical Dialogues",guojun yan,0,2146975074
"ReMeDi: Resources for Multi-domain, Multi-service, Medical Dialogues",jiahuan pei,1,7616787
"ReMeDi: Resources for Multi-domain, Multi-service, Medical Dialogues",pengjie ren,2,1749477
"ReMeDi: Resources for Multi-domain, Multi-service, Medical Dialogues",zhaochun ren,3,2780667
"ReMeDi: Resources for Multi-domain, Multi-service, Medical Dialogues",xin xin,4,2054666716
"ReMeDi: Resources for Multi-domain, Multi-service, Medical Dialogues",huasheng liang,5,2108951842
"ReMeDi: Resources for Multi-domain, Multi-service, Medical Dialogues",maarten de rijke,6,1696030
"ReMeDi: Resources for Multi-domain, Multi-service, Medical Dialogues",zhumin chen,7,1721165
Wikimarks: Harvesting Relevance Benchmarks from Wikipedia,laura dietz,0,1793669116
Wikimarks: Harvesting Relevance Benchmarks from Wikipedia,shubham chatterjee,1,2113355478
Wikimarks: Harvesting Relevance Benchmarks from Wikipedia,connor lennox,2,1922252929
Wikimarks: Harvesting Relevance Benchmarks from Wikipedia,sumanta kashyapi,3,118809131
Wikimarks: Harvesting Relevance Benchmarks from Wikipedia,pooja oza,4,80199733
Wikimarks: Harvesting Relevance Benchmarks from Wikipedia,ben gamari,5,2175275389
CODEC: Complex Document and Entity Collection,iain mackie,0,145052856
CODEC: Complex Document and Entity Collection,paul owoicho,1,2105439683
CODEC: Complex Document and Entity Collection,carlos gemmell,2,1796270950
CODEC: Complex Document and Entity Collection,sophie fischer,3,2164704207
CODEC: Complex Document and Entity Collection,sean macavaney,4,22214396
CODEC: Complex Document and Entity Collection,jeffrey dalton,5,145269114
MET-Meme: A Multimodal Meme Dataset Rich in Metaphors,bo xu,0,143876188
MET-Meme: A Multimodal Meme Dataset Rich in Metaphors,tingting li,1,2118549469
MET-Meme: A Multimodal Meme Dataset Rich in Metaphors,junzhe zheng,2,2175310160
MET-Meme: A Multimodal Meme Dataset Rich in Metaphors,mehdi naseriparsa,3,2149932639
MET-Meme: A Multimodal Meme Dataset Rich in Metaphors,zhehuan zhao,4,3009486
MET-Meme: A Multimodal Meme Dataset Rich in Metaphors,hongfei lin,5,2116456164
MET-Meme: A Multimodal Meme Dataset Rich in Metaphors,feng xia,6,2143632907
ArchivalQA: A Large-scale Benchmark Dataset for Open Domain Question Answering over Historical News Collections,jiexin wang,0,46583614
ArchivalQA: A Large-scale Benchmark Dataset for Open Domain Question Answering over Historical News Collections,adam jatowt,1,1774986
ArchivalQA: A Large-scale Benchmark Dataset for Open Domain Question Answering over Historical News Collections,masatoshi yoshikawa,2,1740865
SoChainDB: A Database for Storing and Retrieving Blockchain-Powered Social Network Data,hoang h. nguyen,0,48832834
SoChainDB: A Database for Storing and Retrieving Blockchain-Powered Social Network Data,dmytro bozhkov,1,2175276648
SoChainDB: A Database for Storing and Retrieving Blockchain-Powered Social Network Data,zahra ahmadi,2,1564579160
SoChainDB: A Database for Storing and Retrieving Blockchain-Powered Social Network Data,nhat-minh nguyen,3,2175349384
SoChainDB: A Database for Storing and Retrieving Blockchain-Powered Social Network Data,thanh-nam doan,4,32214450
Multi-CPR: A Multi Domain Chinese Dataset for Passage Retrieval,dingkun long,0,8427191
Multi-CPR: A Multi Domain Chinese Dataset for Passage Retrieval,qiong gao,1,2117205083
Multi-CPR: A Multi Domain Chinese Dataset for Passage Retrieval,kuan zou,2,3271753
Multi-CPR: A Multi Domain Chinese Dataset for Passage Retrieval,guangwei xu,3,2149131512
Multi-CPR: A Multi Domain Chinese Dataset for Passage Retrieval,pengjun xie,4,35930962
Multi-CPR: A Multi Domain Chinese Dataset for Passage Retrieval,ruijie guo,5,2114009505
Multi-CPR: A Multi Domain Chinese Dataset for Passage Retrieval,jian xu,6,2146054545
Multi-CPR: A Multi Domain Chinese Dataset for Passage Retrieval,guanjun jiang,7,2084534507
Multi-CPR: A Multi Domain Chinese Dataset for Passage Retrieval,luxi xing,8,30967877
Multi-CPR: A Multi Domain Chinese Dataset for Passage Retrieval,ping yang,9,2107356451
ORCAS-I: Queries Annotated with Intent using Weak Supervision,daria alexander,0,2077517715
ORCAS-I: Queries Annotated with Intent using Weak Supervision,wojciech kusa,1,50320098
ORCAS-I: Queries Annotated with Intent using Weak Supervision,arjen p. de vries,2,144509504
ir_metadata: An Extensible Metadata Schema for IR Experiments,timo breuer,0,1491609376
ir_metadata: An Extensible Metadata Schema for IR Experiments,juri keller,1,2149598395
ir_metadata: An Extensible Metadata Schema for IR Experiments,philipp schaer,2,34588911
Would You Ask it that Way? Measuring and Improving Question Naturalness for Knowledge Graph Question Answering,trond linjordet,0,2066558858
Would You Ask it that Way? Measuring and Improving Question Naturalness for Knowledge Graph Question Answering,krisztian balog,1,1680484
The Istella22 Dataset: Bridging Traditional and Neural Learning to Rank Evaluation,domenico dato,0,2081723669
The Istella22 Dataset: Bridging Traditional and Neural Learning to Rank Evaluation,sean macavaney,1,22214396
The Istella22 Dataset: Bridging Traditional and Neural Learning to Rank Evaluation,franco maria nardini,2,2763561
The Istella22 Dataset: Bridging Traditional and Neural Learning to Rank Evaluation,raffaele perego,3,46188036
The Istella22 Dataset: Bridging Traditional and Neural Learning to Rank Evaluation,nicola tonellotto,4,2783910
Knowledge Graph Question Answering Datasets and their Generalizability: Are they enough for future research?,longquan jiang,0,1697318
Knowledge Graph Question Answering Datasets and their Generalizability: Are they enough for future research?,ricardo usbeck,1,2370666
"ViQuAE, a Dataset for Knowledge-based Visual Question Answering about Named Entities",paul lerner,0,
"ViQuAE, a Dataset for Knowledge-based Visual Question Answering about Named Entities",olivier ferret,1,1679133
"ViQuAE, a Dataset for Knowledge-based Visual Question Answering about Named Entities",camille guinaudeau,2,
"ViQuAE, a Dataset for Knowledge-based Visual Question Answering about Named Entities",herve le borgne,3,1630430305
"ViQuAE, a Dataset for Knowledge-based Visual Question Answering about Named Entities",romaric besancon,4,
"ViQuAE, a Dataset for Knowledge-based Visual Question Answering about Named Entities",jose g moreno,5,
"ViQuAE, a Dataset for Knowledge-based Visual Question Answering about Named Entities",jesus lovon melgarejo,6,
Biographical Semi-Supervised Relation Extraction Dataset,alistair plum,0,136939562
Biographical Semi-Supervised Relation Extraction Dataset,tharindu ranasinghe,1,134805041
Biographical Semi-Supervised Relation Extraction Dataset,spencer jones,2,2164065195
